0.3375,0.3,0.25,0.325,0.3
0.225,0.25,0.2375,0.25,0.3125
0.4,0.4125,0.425,0.3625,0.35
0.2125,0.3875,0.3375,0.2875,0.2125
0.3875,0.45,0.325,0.375,0.4125
0.0258872408618,0.00799165462333,0.0210306304877,1.0
